,day,timestep,IND,AAA,BBB,CCC,DDD,ETF
260,58,260,122.33,263.11,367.35,225.05,189.15,261.19
261,58,261,122.36,262.97,366.31,224.2,189.09,260.67
262,58,262,122.42,262.51,366.25,224.55,189.37,260.71
263,58,263,122.38,262.74,366.26,224.29,189.63,260.77
264,58,264,122.39,262.75,366.42,223.91,189.92,260.79
265,58,265,122.44,262.83,367.11,224.8,189.78,261.16
266,58,266,122.32,262.25,367.02,225.4,189.44,261.07
267,58,267,122.3,262.24,366.94,225.23,189.42,261.01
268,58,268,122.33,261.98,367.88,225.4,189.53,261.25
269,58,269,122.38,261.82,368.94,226.61,190.22,261.96
270,58,270,122.33,261.45,366.78,226.62,190.59,261.42
271,58,271,122.25,261.11,366.93,227.03,190.62,261.47
272,58,272,122.2,261.31,366.19,226.22,190.48,261.09
273,58,273,122.28,261.17,365.45,224.68,190.42,260.48
274,58,274,122.4,261.36,365.25,224.65,190.27,260.43
275,58,275,122.6,261.92,365.74,224.49,190.7,260.76
276,58,276,122.7,261.89,365.8,224.43,190.46,260.7
277,58,277,122.77,261.82,365.23,224.8,190.66,260.68
278,58,278,122.69,261.34,366.36,223.79,190.55,260.56
279,58,279,122.93,262.32,366.32,224.19,190.59,260.89
280,58,280,122.85,261.97,366.62,224.17,190.22,260.79
281,58,281,122.7,262.55,366.54,224.29,190.05,260.89
282,58,282,122.53,262.83,368.17,224.43,190.09,261.41
283,58,283,122.33,262.5,368.02,224.12,189.57,261.08
284,58,284,122.39,263.12,368.26,224.74,189.23,261.37
285,58,285,122.31,262.3,368.31,224.36,189.89,261.24
286,58,286,122.11,261.9,368.08,224.3,190.31,261.17
287,58,287,121.95,261.52,367.82,224.05,189.83,260.8
288,58,288,121.9,261.38,368.58,223.72,190.02,260.93
289,58,289,121.75,260.86,368.96,223.53,190.59,260.98
290,58,290,121.8,260.9,369.28,222.71,189.53,260.6
291,58,291,121.66,260.69,368.83,221.98,189.43,260.2
292,58,292,121.81,261.14,370.1,221.65,189.03,260.46
293,58,293,121.7,260.77,369.56,221.47,188.79,260.13
294,58,294,121.89,261.55,369.9,220.93,188.65,260.25
295,58,295,121.95,261.88,369.7,220.54,188.31,260.1
296,58,296,121.98,261.67,368.13,220.86,188.35,259.74
297,58,297,122.02,262.15,368.8,221.24,188.6,260.2
298,58,298,122.11,262.43,367.11,221.64,188.49,259.92
299,58,299,122.21,263.32,367.28,221.34,188.85,260.2
300,58,300,122.2,263.43,367.01,220.94,188.39,259.95
301,58,301,122.26,263.65,365.38,220.99,188.13,259.55
302,58,302,122.22,263.71,365.1,220.88,187.62,259.36
303,58,303,121.87,262.54,365.32,221.18,187.44,259.15
304,58,304,121.79,262.24,364.19,221.99,186.78,258.82
305,58,305,121.7,261.66,363.64,221.03,186.8,258.29
306,58,306,121.63,261.41,363.67,220.96,186.91,258.25
307,58,307,121.56,261.7,365.31,220.27,186.74,258.5
308,58,308,121.5,260.68,365.07,221.09,186.19,258.26
309,58,309,121.44,260.13,365.3,220.26,185.81,257.88
310,58,310,121.44,260.19,365.59,220.87,185.78,258.11
311,58,311,121.58,260.52,365.77,220.22,185.61,258.03
312,58,312,121.56,261.17,365.2,220.02,186.32,258.19
313,58,313,121.64,261.53,365.49,220.95,186.58,258.65
314,58,314,121.56,261.65,363.43,221.75,186.46,258.32
315,58,315,121.6,261.82,364.2,222.31,186.51,258.71
316,58,316,121.5,261.52,364.12,222.16,186.13,258.48
317,58,317,121.65,262.16,363,221.14,186.14,258.11
318,58,318,121.55,262.04,361.93,221.58,186.75,258.07
319,58,319,121.41,261.57,360.56,221.84,185.97,257.47
320,58,320,121.46,261.63,361.52,220.84,186.1,257.51
321,58,321,121.61,262.08,361.22,220.34,186.92,257.64
322,58,322,121.47,261.83,362.46,219.91,186.74,257.74
323,58,323,121.48,261.85,360.82,219.85,186.71,257.33
324,58,324,121.48,261.52,360.38,219.52,186.99,257.12
325,58,325,121.43,262.05,360.5,218.79,186.35,256.95
326,58,326,121.43,261.71,360.99,218.84,186.18,256.96
327,58,327,121.36,261.55,361.46,218.85,186.09,257.01
328,58,328,121.14,261.57,361.73,218.66,185.81,256.95
329,58,329,121.11,261.09,360.86,218.39,185.55,256.48
330,58,330,121.11,261.42,359.58,218.37,184.99,256.11
331,58,331,121.03,260.74,357.52,218.73,185.43,255.64
332,58,332,120.97,261.22,356.36,218.63,185.58,255.47
333,58,333,120.81,260.81,357.42,218.7,185.49,255.63
334,58,334,120.9,261.25,356.68,217.42,185.52,255.25
335,58,335,120.98,261.4,357.24,216.81,185.36,255.22
336,58,336,120.92,261.26,357.33,216.78,185.44,255.22
337,58,337,120.99,261.83,357.02,217.44,185.24,255.4
338,58,338,121.08,262.45,357.38,216.96,185.54,255.61
339,58,339,121.05,262.45,357.06,216.47,186.47,255.63
340,58,340,121.23,262.84,356.22,216.2,187.04,255.59
341,58,341,121.17,262.64,356.39,216.48,187.12,255.68
342,58,342,121.12,262.74,357.71,216.77,187.14,256.11
343,58,343,120.99,263.31,358.56,216.1,187.2,256.3
344,58,344,121.22,264.29,358.99,216.24,187.16,256.68
345,58,345,121.28,264.88,359.49,217,187.54,257.24
346,58,346,121.48,265.38,357.56,217.25,187.65,256.96
347,58,347,121.66,265.87,358.08,217.3,187.93,257.29
348,58,348,121.55,265.78,359.12,217.13,187.89,257.46
349,58,349,121.55,266.16,358.19,217.62,187.69,257.4
350,58,350,121.53,265.63,358.63,217.37,187.61,257.29
351,58,351,121.47,265.16,358.19,217.34,187.81,257.12
352,58,352,121.43,264.75,357.67,217.06,187.79,256.81
353,58,353,121.36,264.76,357.76,216.3,187.39,256.54
354,58,354,121.35,264.02,357.69,216,187.91,256.4
355,58,355,121.12,263.61,357.14,216.73,188.25,256.42
356,58,356,120.97,262.76,356.79,217.19,188.17,256.22
357,58,357,120.9,262.8,357.28,217.92,188.69,256.66
358,58,358,120.82,262.71,357.58,218.49,189.23,256.99
359,58,359,120.82,262.35,356.43,218.89,189.1,256.69
360,58,360,120.92,262.56,356.24,218.07,188.87,256.43
361,58,361,120.86,263.32,357.03,217.95,189,256.81
362,58,362,120.9,263.51,357.16,217.2,189.41,256.82
363,58,363,120.82,263.1,356.84,216.88,189.92,256.68
364,58,364,120.98,263.78,357.83,216.58,190.12,257.07
365,58,365,121.02,263.74,358.94,216.7,189.74,257.28
366,58,366,121.19,264.14,357.88,217.17,189.46,257.15
367,58,367,121.11,263.81,357.49,216.42,189.39,256.77
368,58,368,121.15,263.16,357.72,215.26,189.49,256.4
369,58,369,121.23,262.89,357.98,215.04,189.56,256.35
370,58,370,121.36,263.37,358.2,214.47,189.42,256.35
371,58,371,121.32,263,357.37,214.85,188.26,255.87
372,58,372,121.3,263.41,356.29,214.38,187.5,255.4
373,58,373,121.32,263.61,355.6,214.58,187.07,255.22
374,58,374,121.49,264.44,356.18,214.06,186.56,255.3
375,58,375,121.43,264.19,356.02,214.75,187.03,255.48
376,58,376,121.48,264.48,355.89,214.28,187.24,255.45
377,58,377,121.6,264.87,356.46,213.59,187.51,255.59
378,58,378,121.68,265.58,357.01,213.6,187,255.78
379,58,379,121.52,264.99,357.74,213.52,187.22,255.84
380,58,380,121.37,264.27,359.15,213.54,186.56,255.85
381,58,381,121.45,264.65,359.84,213.74,186.62,256.18
382,58,382,121.51,264.25,359.53,214.1,187.2,256.25
383,58,383,121.43,263.84,359.41,213.87,187.31,256.09
384,58,384,121.5,264,359.08,214.2,186.61,255.96
385,58,385,121.3,263.49,359.49,213.53,186.94,255.85
386,58,386,121.28,263.19,360.44,213.35,187.85,256.2
387,58,387,121.31,262.84,361.14,213.03,187.62,256.15
388,58,388,121.32,262.6,361.46,212.79,187.65,256.12
389,58,389,121.15,262.32,359.84,212.58,187.43,255.54
390,58,390,121.29,262.8,359.95,212.49,187.61,255.71
0,59,0,121.09,259.34,371.26,197.95,190.96,254.88
1,59,1,121.11,259.63,371.66,198.83,190.61,255.19
2,59,2,121.21,259.25,371.94,199.21,191.06,255.38
3,59,3,121.15,258.96,371.13,199.26,190.87,255.05
4,59,4,121,258.32,369.92,199.58,191.28,254.78
5,59,5,120.9,257.67,369.39,199.59,190.88,254.38
6,59,6,120.97,257.54,369.92,199.73,191.01,254.55
7,59,7,121.02,258.08,370.25,201.19,191.43,255.23
8,59,8,120.92,258.13,370.37,200.45,190.89,254.95
9,59,9,120.97,258.02,368.96,199.83,190.62,254.35
10,59,10,120.98,258.05,368.99,199.16,190.58,254.19
11,59,11,120.99,257.34,369.17,199.2,190.61,254.07
12,59,12,121.05,257.88,368.07,200,190.62,254.13
13,59,13,121.09,257.69,367.88,199.62,190.95,254.03
14,59,14,121.05,258.03,367.6,198.7,190.89,253.8
15,59,15,121,257.95,367.5,199.77,191.11,254.09
16,59,16,121.12,258.1,368.01,200.06,190.86,254.26
17,59,17,121.03,257.61,368.96,200.52,191.05,254.53
18,59,18,121.02,257.48,369.3,199.91,191.14,254.47
19,59,19,121.14,257.71,368.29,199.74,189.83,253.9
20,59,20,121.15,257.49,369.62,199.77,190.01,254.23
21,59,21,121.36,258.1,368.74,200.59,189.7,254.28
22,59,22,121.59,258.35,370.08,200.71,189.95,254.77
23,59,23,121.77,258.76,369.39,201.77,190.31,255.07
24,59,24,121.78,258.62,370.5,201.34,190.1,255.14
25,59,25,121.79,258.92,369.64,201.69,190.2,255.11
26,59,26,121.62,259.1,368.48,201.09,190.28,254.74
27,59,27,121.69,259.08,369.32,200.37,190.35,254.79
28,59,28,121.67,259.63,369.82,200.32,190.13,254.97
29,59,29,121.53,259.35,368.26,199.89,190.33,254.45
30,59,30,121.6,259.24,367.11,200.46,190.38,254.3
31,59,31,121.45,258.85,367.7,200.43,190.47,254.35
32,59,32,121.67,259.53,368.17,201.09,190.14,254.72
33,59,33,121.65,259.64,368.6,201.67,190.09,254.98
34,59,34,121.83,260.68,368.24,202.8,190.29,255.49
35,59,35,121.97,260.63,368.05,202.77,190.14,255.39
36,59,36,122.03,260.59,368.77,203.75,190.25,255.84
37,59,37,122.09,260.17,368.74,203.27,190.2,255.6
38,59,38,122.24,260.49,368.91,202.9,189.98,255.56
39,59,39,122.36,261.53,367.53,204.51,190.2,255.93
40,59,40,122.32,261.54,367.74,203.84,190.52,255.9
41,59,41,122.33,262.18,367.73,203.57,190,255.86
42,59,42,122.38,261.73,368.71,203.38,190,255.95
43,59,43,122.24,262.07,368.86,204.14,190.75,256.45
44,59,44,122.26,262.06,369.37,203.49,190.92,256.44
45,59,45,122.35,262.21,370.23,203.52,190.99,256.71
46,59,46,122.27,261.99,369.86,204.1,191.19,256.76
47,59,47,122.33,262.2,369,204.32,191.59,256.74
48,59,48,122.35,261.59,368.22,204.62,191.37,256.39
49,59,49,122.43,261.6,366.8,205.16,191.33,256.15
50,59,50,122.46,261.96,366.59,204.44,191.95,256.17
51,59,51,122.43,261.91,366.16,204.54,192.15,256.12
52,59,52,122.4,261.98,365.19,204.24,192.72,255.96
53,59,53,122.26,261.56,365.18,204.38,192.79,255.91
54,59,54,122.39,261.75,364.92,204.22,193.05,255.91
55,59,55,122.46,262.01,366.13,203.7,193.03,256.13
56,59,56,122.55,262.39,365.74,204.76,193.04,256.39
57,59,57,122.33,261.75,364.8,204.78,192.59,255.89
58,59,58,122.35,261.81,365.08,204.99,192.68,256.05
59,59,59,122.2,261.31,365.26,205.67,192.52,256.11
60,59,60,122.14,261.06,364.07,206.38,192.3,255.88
61,59,61,122.37,261.22,362.93,207.33,193.42,256.16
62,59,62,122.28,261.17,363.97,207.25,193.6,256.44
63,59,63,122.19,261.08,365.27,207.18,193.49,256.69
64,59,64,122.06,260.81,364.94,207.22,193.49,256.54
65,59,65,122.1,260.71,365.34,208.04,193.71,256.87
66,59,66,122.28,261.44,364.84,207.55,193.77,256.83
67,59,67,122.19,261.36,364.79,207.79,193.35,256.75
68,59,68,122.2,261.16,364.27,207.83,192.94,256.49
69,59,69,122.01,260.43,362.97,208.66,193.02,256.21
70,59,70,121.86,260.49,362.77,209.04,192.76,256.2
71,59,71,121.76,260.32,363.3,209.21,192.82,256.35
72,59,72,121.48,259.62,362.63,208.66,192.31,255.74
73,59,73,121.6,260.32,362.61,208.1,191.53,255.56
74,59,74,121.69,259.91,362.73,208.46,191.41,255.54
75,59,75,121.75,260.33,363.19,209.48,191.27,255.98
76,59,76,121.88,260.74,362.9,209.89,190.82,256
77,59,77,122.07,261.22,363.32,209.95,190.53,256.17
78,59,78,122.5,262.27,362.52,210.25,191.22,256.49
79,59,79,122.56,262.29,363.3,210.44,191.19,256.72
80,59,80,122.65,262.71,363.44,210.73,191.35,256.98
81,59,81,122.64,262.75,363.42,211.03,190.96,256.96
82,59,82,122.76,263.49,365.13,210.82,190.94,257.52
83,59,83,122.83,263.64,364.83,211.56,191.26,257.72
84,59,84,122.85,264.25,367.27,211.67,191.37,258.55
85,59,85,122.65,264.4,366.01,211.82,191.72,258.4
86,59,86,122.67,264.3,364.73,212.83,191.02,258.13
87,59,87,122.78,264.24,363.55,213.33,190.92,257.91
88,59,88,122.68,264.13,363.48,213.79,190.88,257.97
89,59,89,122.68,263.93,364.46,213.16,191.05,258.05
90,59,90,122.81,264.47,363.41,212.71,190.93,257.79
91,59,91,122.79,264.21,363.1,212.9,191.07,257.74
92,59,92,122.69,264.08,363.35,213.21,191.31,257.91
93,59,93,122.74,264.45,364.1,213.67,190.95,258.2
94,59,94,122.77,264.34,365.22,214.42,191.14,258.69
95,59,95,122.68,264.34,366.53,215.02,191.39,259.22
96,59,96,122.64,264.02,365.39,214.97,191.66,258.91
97,59,97,122.54,263.52,365.25,214.54,191.75,258.65
98,59,98,122.53,262.94,366.27,215.26,191.56,258.89
99,59,99,122.23,262.48,367.81,214.74,190.99,258.88
100,59,100,122.25,262.47,366.54,214.62,191.17,258.58
101,59,101,122.09,261.8,367.62,215.82,191.43,259.05
102,59,102,122.2,261.74,368.08,215.92,191.69,259.24
103,59,103,122.09,261.65,368.78,216.06,191.38,259.35
104,59,104,122.36,262,367.66,215.47,191.79,259.11
105,59,105,122.57,262.78,368.48,215.64,191.82,259.57
106,59,106,122.54,262.46,368.76,215.73,192.09,259.65
107,59,107,122.52,262.92,368.4,215.6,192.22,259.67
108,59,108,122.58,263.11,367.47,215.03,192.45,259.4
109,59,109,122.68,263.26,366.81,215.56,192.77,259.49
110,59,110,122.73,263.35,366.29,215.96,192.85,259.5
111,59,111,122.73,263.53,366.49,215.3,192.57,259.35
112,59,112,122.62,262.98,367.14,215.32,192.22,259.3
113,59,113,122.65,263.2,367.55,214.96,192.57,259.45
114,59,114,122.67,263.02,367.36,213.71,192.98,259.14
115,59,115,122.76,263.27,366.12,214.33,192.46,258.91
116,59,116,122.83,263.79,367.08,214.61,192.13,259.25
117,59,117,122.78,263.71,367.77,214.5,192.09,259.37
118,59,118,122.75,263.79,366.84,214.16,192.02,259.06
119,59,119,122.53,263.22,367.19,213.8,192.41,259.03
120,59,120,122.58,263.04,366.33,213.78,191.89,258.64
121,59,121,122.7,263.29,366.25,214.3,192.03,258.85
122,59,122,122.91,263.69,366.13,214.85,191.99,259.03
123,59,123,122.84,263.77,364.43,215.27,191.96,258.73
124,59,124,122.83,263.84,363.88,215.25,191.12,258.38
125,59,125,122.64,264.16,363.3,215.85,190.63,258.34
126,59,126,122.51,263.8,363.19,216.98,190.66,258.52
127,59,127,122.57,264.33,363.03,216.46,191.14,258.6
128,59,128,122.5,264.3,362.47,216.1,191.29,258.41
129,59,129,122.31,263.43,363.13,215.29,191.87,258.3
130,59,130,122.36,263.21,363.65,216.26,191.72,258.58
131,59,131,122.36,262.9,363.91,214.68,191.78,258.18
132,59,132,122.36,263.04,363.74,214.64,192.29,258.29
133,59,133,122.36,263.19,364.19,214.48,191.83,258.28
134,59,134,122.52,263.92,365.07,213.88,192.06,258.59
135,59,135,122.52,264.08,366.01,214.03,191.86,258.86
136,59,136,122.58,264.24,366.97,214.83,191.87,259.34
137,59,137,122.43,263.56,366.06,214.45,191.07,258.64
138,59,138,122.28,263.54,366.03,214.66,191.32,258.75
139,59,139,122.41,264.04,366.71,216.14,190.9,259.33
140,59,140,122.53,264.04,366.45,216.73,191.14,259.47
141,59,141,122.67,264.77,366.25,216.7,190.86,259.51
142,59,142,122.54,264.77,367.1,216.45,190.58,259.59
143,59,143,122.68,265.23,367,216.07,191.16,259.74
144,59,144,122.73,265.59,367.35,215.82,191.4,259.91
145,59,145,122.75,266.05,366.87,215.33,191.39,259.79
146,59,146,122.83,266.47,365.43,216.19,191.38,259.77
147,59,147,122.8,266.64,366.09,216.34,191.18,259.95
148,59,148,122.74,266.25,366.68,217.16,191.39,260.25
149,59,149,122.65,265.87,367.62,217.45,190.65,260.27
150,59,150,122.72,265.66,367.94,217,191.22,260.32
151,59,151,122.85,266.04,366.84,218.29,191.7,260.59
152,59,152,122.68,265.7,365.94,217.89,191.98,260.25
153,59,153,122.68,266.01,366.49,217.09,192.59,260.42
154,59,154,122.52,265.68,366.07,217.3,192.67,260.3
155,59,155,122.49,265.44,364.28,216.55,192.63,259.61
156,59,156,122.63,265.62,364.47,216.42,192.47,259.62
157,59,157,122.65,265.04,364.39,216.89,192.72,259.63
158,59,158,122.44,264.14,364.06,216.18,192.88,259.19
159,59,159,122.19,264.28,364.65,215.88,192.56,259.2
160,59,160,122.17,264.08,364.26,215.96,192.26,259
161,59,161,122.14,264.36,364.9,215.72,192.11,259.12
162,59,162,122.22,264.66,364.49,215.99,192.2,259.18
163,59,163,122.28,265.41,366.05,216.33,191.83,259.76
164,59,164,122.22,265.28,367.23,216.8,192.02,260.17
165,59,165,122.23,265.47,367.22,217.16,191.74,260.24
166,59,166,122.18,264.77,366.95,217.27,191.5,259.96
167,59,167,122.22,263.8,366.35,217.69,191.73,259.74
168,59,168,122.1,263.44,366.98,217.5,192.19,259.88
169,59,169,122,263.38,367.63,218.43,191.16,260
170,59,170,122.1,263,367.42,218.06,190.77,259.66
171,59,171,122.1,262.73,367.94,218.01,190.87,259.74
172,59,172,122.08,262.66,368.61,218.22,190.4,259.82
173,59,173,122.13,262.42,368.66,218.07,190.3,259.7
174,59,174,122.12,262.27,368.37,217.04,190.37,259.35
175,59,175,122.03,262.03,368.67,217.64,189.85,259.4
176,59,176,122.07,261.97,367.9,217.57,189.59,259.11
177,59,177,121.98,262.18,366.77,217.12,189.32,258.69
178,59,178,122.02,262.28,367.04,217.23,189,258.72
179,59,179,122.16,262.46,366.88,218.65,189.38,259.18
180,59,180,122.12,262.03,366,217.62,189.77,258.69
181,59,181,121.99,261.99,366.34,217.98,189.73,258.85
182,59,182,122.01,261.76,364.77,218.07,190.26,258.55
183,59,183,121.92,261.37,364.67,217.8,190.35,258.39
184,59,184,121.98,261.82,364.92,217.93,190.09,258.53
185,59,185,122.21,262.32,364.61,217.45,189.29,258.27
186,59,186,122.23,262.65,364.45,217.16,189.69,258.35
187,59,187,122.24,262.56,365.38,215.93,189.7,258.26
188,59,188,122.35,262.42,365.35,216.28,190.24,258.44
189,59,189,122.26,262.35,365.67,216.34,190.27,258.54
190,59,190,122.26,262.27,365.03,216.06,189.7,258.14
191,59,191,122.2,262.59,364.97,216.51,189.57,258.28
192,59,192,122.17,262.66,364.45,216.8,188.8,258.06
193,59,193,122.28,263.61,365.71,216.34,188.36,258.39
194,59,194,122.29,263.69,364.81,216.91,189.12,258.51
195,59,195,122.2,263.72,364.49,216.11,189.11,258.25
196,59,196,122.06,263.79,365.66,216.69,189.06,258.69
197,59,197,122.13,264.38,365.11,217.45,189.54,259
198,59,198,121.92,263.79,364.95,217.69,190.2,259.04
199,59,199,122.08,264.2,365.46,217.18,189.98,259.08
200,59,200,122.18,264.63,366.75,217.3,189.66,259.47
201,59,201,122.13,264.89,367.3,217.07,189.39,259.55
202,59,202,122.14,264.85,367.15,217.44,188.91,259.49
203,59,203,122.22,265.16,367.31,217.18,188.97,259.56
204,59,204,122.18,265.09,366.74,217.29,189.8,259.62
205,59,205,122.07,264.89,366.5,217.23,189.76,259.49
206,59,206,122.08,264.7,365.69,216.42,190.07,259.11
207,59,207,122.1,265.14,366.2,215.98,189.83,259.17
208,59,208,121.97,264.79,365.06,215.79,190.2,258.85
209,59,209,122.04,265.03,365.36,215.96,190.42,259.07
210,59,210,122,264.93,364.94,216.51,189.56,258.87
211,59,211,122.01,264.92,365.07,216.75,189.43,258.92
212,59,212,122.06,264.85,364.61,217.21,189.49,258.92
213,59,213,122.03,264.37,364.23,216.99,189.37,258.62
214,59,214,122.12,264.41,363.93,216.15,189.41,258.36
215,59,215,122.06,264.22,363.5,216.52,188.98,258.18
216,59,216,122.06,264.43,363.9,215.7,189.67,258.3
217,59,217,121.93,263.68,363.25,216.06,189.14,257.9
218,59,218,121.79,263.41,363.69,216.27,188.61,257.88
219,59,219,121.73,263.45,363.43,216.03,189.41,257.96
220,59,220,121.74,263.33,363.69,215.1,189.4,257.76
221,59,221,121.74,263.56,363.32,215.92,189.39,257.92
222,59,222,121.66,262.78,362,215.93,189.38,257.4
223,59,223,121.54,262.26,362.64,215.43,189.34,257.31
224,59,224,121.59,261.84,363.21,215.5,189.77,257.47
225,59,225,121.65,261.63,362.62,215.5,189.55,257.22
226,59,226,121.67,261.28,362.76,215.37,188.55,256.9
227,59,227,121.68,260.87,362.95,215.02,188.93,256.84
228,59,228,121.63,260.77,362.83,214.26,189.17,256.66
229,59,229,121.68,260.55,363.64,214.03,189.89,256.94
230,59,230,121.67,260.42,364.19,214.31,190.26,257.19
231,59,231,121.83,260.68,363.35,214.21,190.66,257.12
232,59,232,121.9,260.84,362.51,214.8,191.01,257.19
233,59,233,121.96,260.89,362.01,214.5,190.77,256.94
234,59,234,122.1,260.84,362.99,213.71,190.9,257.01
235,59,235,122.2,261.23,362.51,213.21,190.83,256.83
236,59,236,122.08,260.66,364.21,212.38,190.59,256.86
237,59,237,122.15,260.43,364.13,212.19,190.01,256.59
238,59,238,122.14,260.26,364.53,211.61,189.94,256.48
239,59,239,122.22,260.5,365.43,211.88,189.85,256.83
240,59,240,122.37,260.93,364.72,212.26,189.54,256.77
241,59,241,122.22,260.53,366.34,212,189.71,257.06
242,59,242,122.35,261.5,366.73,212.83,189.77,257.62
243,59,243,122.33,261.52,367.7,213.34,190.04,258.05
244,59,244,122.53,262.23,367.06,213.67,190.04,258.15
245,59,245,122.5,262.09,366.88,213.27,190.14,257.99
246,59,246,122.56,262.72,365.94,212.94,190.67,257.96
247,59,247,122.51,262.57,365.44,211.94,191.27,257.69
248,59,248,122.54,262.81,364.79,211.41,191.45,257.5
249,59,249,122.39,262.49,363.75,211.76,191.71,257.29
250,59,250,122.51,263.2,364.2,211.24,191.76,257.46
251,59,251,122.51,263.71,364.34,210.72,192.15,257.59
252,59,252,122.51,263.05,364.13,209.9,192.65,257.29
253,59,253,122.56,263.27,363.37,210.12,192.38,257.14
254,59,254,122.62,263.28,363.79,210.55,192.65,257.43
255,59,255,122.56,262.99,363.47,211.16,192.44,257.38
256,59,256,122.69,262.82,364.64,211.11,192.54,257.64
257,59,257,122.66,262.3,364.32,211.75,192.79,257.66
258,59,258,122.62,262.27,364.91,211.59,193.09,257.85
259,59,259,122.51,261.8,364.23,211.6,192.61,257.45
260,59,260,122.42,261.52,364.27,211.58,192.4,257.33
261,59,261,122.35,261.56,365.5,211.59,192.61,257.69
262,59,262,122.21,260.85,366.75,211.95,192.2,257.83
263,59,263,122.09,260.57,366.49,212.19,192.21,257.76
264,59,264,122.05,260.91,365.75,212.18,191.54,257.49
265,59,265,122.06,261.46,365.34,211.79,191.41,257.38
266,59,266,122.12,262.27,365.51,211.54,191.54,257.6
267,59,267,122.23,262.01,365.27,211.59,191.78,257.54
268,59,268,122.29,262.08,365.21,211.1,191.72,257.4
269,59,269,122.3,262.21,366.07,211.65,192.11,257.87
270,59,270,122.23,261.86,366.44,211.73,191.34,257.69
271,59,271,122.29,261.34,366.17,211.94,191.53,257.6
272,59,272,122.1,261.07,366.31,211.27,191.6,257.42
273,59,273,122.12,261.1,365.71,211.61,191.4,257.31
274,59,274,122.04,260.68,365.35,210.71,191.79,257
275,59,275,121.98,260.58,365.59,210.25,192.32,257.06
276,59,276,121.98,260.86,365.91,209.39,192.48,257.03
277,59,277,121.74,260.51,366.86,210.04,192.27,257.3
278,59,278,121.74,260.93,366.37,209.93,192.42,257.3
279,59,279,121.78,261.11,366.15,210.68,192.74,257.56
280,59,280,121.79,260.88,366.58,210.81,192.57,257.6
281,59,281,121.77,261,366.54,210.65,192.45,257.56
282,59,282,121.63,261.32,365.83,210.11,192.58,257.36
283,59,283,121.71,261.84,364.66,210.21,192.27,257.16
284,59,284,121.89,262.51,363.85,210.25,191.71,256.98
285,59,285,121.69,262.12,363.4,209.46,191.12,256.42
286,59,286,121.56,262.06,364.06,209.96,190.82,256.64
287,59,287,121.51,262.02,364.14,209.8,190.89,256.62
288,59,288,121.58,262.07,364.22,210.15,191.63,256.92
289,59,289,121.55,261.93,364.54,210.43,191.7,257.04
290,59,290,121.61,262.16,363.24,209.98,191.75,256.68
291,59,291,121.42,262.29,362.88,209.48,191.56,256.45
292,59,292,121.27,261.55,362,210.14,191.32,256.16
293,59,293,121,261.23,361.74,210.07,190.73,255.85
294,59,294,121.03,260.9,360.97,209.62,189.93,255.27
295,59,295,121.03,260.99,360.55,209.13,189.27,254.88
296,59,296,121.09,261.21,360.45,208.89,189.63,254.94
297,59,297,121.05,260.99,360.47,208.5,188.76,254.57
298,59,298,121.14,261.11,360.87,208.69,188.94,254.79
299,59,299,120.96,260.73,361.64,208.3,189.48,254.94
300,59,300,120.83,260.43,361.52,208.74,189.27,254.88
301,59,301,120.87,261.79,360.39,208.29,189,254.75
302,59,302,120.85,261.75,359.54,207.86,189.11,254.45
303,59,303,120.91,261.46,359.08,208.07,189.86,254.51
304,59,304,120.83,260.71,359.11,207.61,189.55,254.12
305,59,305,120.84,260.83,358.56,207.61,189.05,253.89
306,59,306,120.68,260.9,358.84,206.81,189.62,253.93
307,59,307,120.81,261.3,358.21,207.25,189.37,253.92
308,59,308,120.86,261.7,357.03,206.9,189.77,253.73
309,59,309,120.78,261.48,355.67,206.02,189.11,252.97
310,59,310,120.98,262.13,356.79,206.13,188.81,253.38
311,59,311,121.07,262.52,356.82,205.77,188.93,253.41
312,59,312,120.89,261.77,357.47,206.34,189.93,253.79
313,59,313,120.6,261.14,357.47,206.57,190.37,253.8
314,59,314,120.47,261.2,358.35,207.13,190.67,254.24
315,59,315,120.37,260.88,358.77,206.7,190.88,254.21
316,59,316,120.29,260.9,358.36,206.43,190.3,253.9
317,59,317,120.26,260.65,359.67,206.7,190.78,254.35
318,59,318,120.32,261.03,358.78,205.05,190.16,253.66
319,59,319,120.39,260.84,358.33,204.14,189.71,253.16
320,59,320,120.48,260.92,358.47,203.52,188.99,252.89
321,59,321,120.37,260.64,357.08,203.27,188.96,252.4
322,59,322,120.33,260.45,358.26,202.67,188.07,252.28
323,59,323,120.47,260.39,358.02,202.45,188,252.13
324,59,324,120.53,260.48,357,202.48,187.71,251.85
325,59,325,120.54,259.98,355.69,203.2,187.56,251.54
326,59,326,120.5,260.24,355.69,202.3,187.26,251.31
327,59,327,120.47,259.98,354.67,202.33,187.6,251.09
328,59,328,120.49,260.16,354.79,203.06,187.84,251.39
329,59,329,120.74,260.42,354.23,203.28,187.91,251.39
330,59,330,120.75,260.51,353.83,202.6,188.22,251.22
331,59,331,120.8,260.6,355.15,202.09,187.93,251.37
332,59,332,120.82,261.05,353.74,202.07,187.53,251.03
333,59,333,120.75,260.9,354.15,202.23,186.84,250.96
334,59,334,120.77,260.55,354.15,201.44,186.23,250.51
335,59,335,120.71,260.19,354.47,201.16,186.06,250.4
